Actor/Name/ProtossClanFlag=ProtossClanFlag
Actor/Name/ZeratulTopBarWarpingOut=ZeratulTopBarWarpingOut
Actor/Name/ZeratulTopBarWarpingOutSound=ZeratulTopBarWarpingOutSound
Behavior/EditorPrefix/ZeratulTopBarWarpingOutExpire=Commander Zeratul -
Behavior/Name/ZeratulTopBarWarpingOutExpire=ZeratulTopBarWarpingOutExpire
Button/EditorPrefix/CommanderPrestige=Commander Prestige -
Button/EditorPrefix/CommanderPrestigeAbathurBiomass=Commander Prestige Abathur -
Button/EditorPrefix/CommanderPrestigeAbathurDeepTunnel=Commander Prestige Abathur -
Button/EditorPrefix/CommanderPrestigeAbathurUltimateEvo=Commander Prestige Abathur -
Button/EditorPrefix/CommanderPrestigeAlarakDeathFleet=Commander Prestige Alarak -
Button/EditorPrefix/CommanderPrestigeAlarakEmpowerMe=Commander Prestige Alarak -
Button/EditorPrefix/CommanderPrestigeAlarakMech=Commander Prestige Alarak -
Button/EditorPrefix/CommanderPrestigeArtanisCombatAbilities=Commander Prestige Artanis -
Button/EditorPrefix/CommanderPrestigeArtanisOrbitalStrike=Commander Prestige Artanis -
Button/EditorPrefix/CommanderPrestigeArtanisPowerField=Commander Prestige Artanis -
Button/EditorPrefix/CommanderPrestigeDehakaClone=Commander Prestige Dehaka -
Button/EditorPrefix/CommanderPrestigeDehakaDevour=Commander Prestige Dehaka -
Button/EditorPrefix/CommanderPrestigeDehakaPackLeaders=Commander Prestige Dehaka -
Button/EditorPrefix/CommanderPrestigeFenixAvenger=Commander Prestige Fenix -
Button/EditorPrefix/CommanderPrestigeFenixDataWeb=Commander Prestige Fenix -
Button/EditorPrefix/CommanderPrestigeFenixSuitSwap=Commander Prestige Fenix -
Button/EditorPrefix/CommanderPrestigeHornerBombingPlatforms=Commander Prestige Horner -
Button/EditorPrefix/CommanderPrestigeHornerMagMines=Commander Prestige Horner -
Button/EditorPrefix/CommanderPrestigeHornerStarport=Commander Prestige Horner -
Button/EditorPrefix/CommanderPrestigeKaraxArmy=Commander Prestige Karax -
Button/EditorPrefix/CommanderPrestigeKaraxStructures=Commander Prestige Karax -
Button/EditorPrefix/CommanderPrestigeKaraxTopBar=Commander Prestige Karax -
Button/EditorPrefix/CommanderPrestigeKerriganAbilities=Commander Prestige Kerrigan -
Button/EditorPrefix/CommanderPrestigeKerriganAssimilationAura=Commander Prestige Kerrigan -
Button/EditorPrefix/CommanderPrestigeKerriganCreep=Commander Prestige Kerrigan -
Button/EditorPrefix/CommanderPrestigeMengskArtillery=Commander Prestige Mengsk -
Button/EditorPrefix/CommanderPrestigeMengskRoyalGuard=Commander Prestige Mengsk -
Button/EditorPrefix/CommanderPrestigeMengskTrooper=Commander Prestige Mengsk -
Button/EditorPrefix/CommanderPrestigeNovaAirlift=Commander Prestige Nova -
Button/EditorPrefix/CommanderPrestigeNovaInfantry=Commander Prestige Nova -
Button/EditorPrefix/CommanderPrestigeNovaStealth=Commander Prestige Nova -
Button/EditorPrefix/CommanderPrestigeRaynorAfterburners=Commander Prestige Raynor -
Button/EditorPrefix/CommanderPrestigeRaynorBioHealth=Commander Prestige Raynor -
Button/EditorPrefix/CommanderPrestigeRaynorStarport=Commander Prestige Raynor -
Button/EditorPrefix/CommanderPrestigeStetmannCombatBuff=Commander Prestige Stetmann -
Button/EditorPrefix/CommanderPrestigeStetmannGary=Commander Prestige Stetmann -
Button/EditorPrefix/CommanderPrestigeStetmannStetellites=Commander Prestige Stetmann -
Button/EditorPrefix/CommanderPrestigeStukov=Commander Prestige Stukov -
Button/EditorPrefix/CommanderPrestigeStukovBunkers=Commander Prestige Stukov -
Button/EditorPrefix/CommanderPrestigeStukovMech=Commander Prestige Stukov -
Button/EditorPrefix/CommanderPrestigeSwannDrill=Commander Prestige Swann -
Button/EditorPrefix/CommanderPrestigeSwannHercules=Commander Prestige Swann -
Button/EditorPrefix/CommanderPrestigeSwannTurrets=Commander Prestige Swann -
Button/EditorPrefix/CommanderPrestigeTychusLoneWolf=Commander Prestige Tychus -
Button/EditorPrefix/CommanderPrestigeTychusOdin=Commander Prestige Tychus -
Button/EditorPrefix/CommanderPrestigeTychusSquadCooldowns=Commander Prestige Tychus -
Button/EditorPrefix/CommanderPrestigeVorazunCrowdControlDamage=Commander Prestige Vorazun -
Button/EditorPrefix/CommanderPrestigeVorazunFrontlineRecall=Commander Prestige Vorazun -
Button/EditorPrefix/CommanderPrestigeVorazunTimestopShadowguard=Commander Prestige Vorazun -
Button/EditorPrefix/CommanderPrestigeZagaraCorruptorsAberrations=Commander Prestige Zagara -
Button/EditorPrefix/CommanderPrestigeZagaraMaxSupply=Commander Prestige Zagara -
Button/EditorPrefix/CommanderPrestigeZagaraZagara=Commander Prestige Zagara -
Button/EditorPrefix/CommanderPrestigeZeratulArtifactFragments=Commander Prestige Zeratul -
Button/EditorPrefix/CommanderPrestigeZeratulTornadoes=Commander Prestige Zeratul -
Button/EditorPrefix/CommanderPrestigeZeratulVoidSeeker=Commander Prestige Zeratul -
Button/EditorPrefix/DefilerMPConsume2=Defiler MP -
Button/EditorPrefix/DrakkenLaserDrillPulseCannonIO2=Laser Drill -
Button/EditorPrefix/KerriganTopBarLocked=Coop Progression -
Button/EditorSuffix/DrakkenLaserDrillPulseCannonIO2=(Issue Order)
EmoticonPack/EditorPrefix/MechaDehakaPack2=Hots -
EmoticonPack/EditorPrefix/MechaPhrasesPack=Hots -
EmoticonPack/EditorPrefix/MechaRehgarPack1=Hots -
EmoticonPack/EditorPrefix/MechaRehgarPack2=Hots -
EmoticonPack/EditorPrefix/MechaTassadarPack1=Hots -
EmoticonPack/EditorPrefix/MechaTassadarPack2=Hots -
EmoticonPack/EditorPrefix/MechaTyraelPack1=Hots -
EmoticonPack/EditorPrefix/MechaTyraelPack2=Hots -
EmoticonPack/EditorPrefix/MedivhEmoticonPack=Hots -
EmoticonPack/EditorPrefix/MedivhEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/MephistoPack1=Hots -
EmoticonPack/EditorPrefix/MephistoPack2=Hots -
EmoticonPack/EditorPrefix/MoralesEmoticonPack=Hots -
EmoticonPack/EditorPrefix/MoralesEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/MuradinEmoticonPack=Hots -
EmoticonPack/EditorPrefix/MuradinEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/MurkyEmoticonPack=Hots -
EmoticonPack/EditorPrefix/MurkyEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/NazeeboEmoticonPack=Hots -
EmoticonPack/EditorPrefix/NazeeboEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/NexomaniaEmoticonPackParent=Hots -
EmoticonPack/EditorPrefix/NexusEmoticonPack=Hots -
EmoticonPack/EditorPrefix/NovaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/NovaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/PachimariPack1=Hots -
EmoticonPack/EditorPrefix/PachimariPack2=Hots -
EmoticonPack/EditorPrefix/PhrasesEmoticonPack=Hots -
EmoticonPack/EditorPrefix/PhrasesTheme1EmoticonPack=Hots -
EmoticonPack/EditorPrefix/ProbiusEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ProbiusEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/PsychoStitchesPack1=Hots -
EmoticonPack/EditorPrefix/PsychoStitchesPack2=Hots -
EmoticonPack/EditorPrefix/RagnarosEmoticonPack=Hots -
EmoticonPack/EditorPrefix/RagnarosEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/RaynorEmoticonPack=Hots -
EmoticonPack/EditorPrefix/RaynorEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/RehgarEmoticonPack=Hots -
EmoticonPack/EditorPrefix/RehgarEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/RexxarEmoticonPack=Hots -
EmoticonPack/EditorPrefix/RexxarEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/SamuroEmoticonPack=Hots -
EmoticonPack/EditorPrefix/SamuroEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/SapperPack1=Hots -
EmoticonPack/EditorPrefix/SapperPack2=Hots -
EmoticonPack/EditorPrefix/SapperPackBonus=Hots -
EmoticonPack/EditorPrefix/ScarecrowXulPack1=Hots -
EmoticonPack/EditorPrefix/ScarecrowXulPack2=Hots -
EmoticonPack/EditorPrefix/SidewinderAnaPack1=Hots -
EmoticonPack/EditorPrefix/SidewinderAnaPack2=Hots -
EmoticonPack/EditorPrefix/SillySpooky18Pack=Hots -
EmoticonPack/EditorPrefix/SkeletalHandSymbolPack1=Hots -
EmoticonPack/EditorPrefix/SkeletalHandSymbolPack2=Hots -
EmoticonPack/EditorPrefix/SkeletalHandSymbolPack3=Hots -
EmoticonPack/EditorPrefix/SonyaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/SonyaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/SportsballPack=Hots -
EmoticonPack/EditorPrefix/Spring19PhrasesPack=Hots -
EmoticonPack/EditorPrefix/StitchesEmoticonPack=Hots -
EmoticonPack/EditorPrefix/StitchesEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/StukovEmoticonPack=Hots -
EmoticonPack/EditorPrefix/StukovEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/SugarPlumSylvanasPack1=Hots -
EmoticonPack/EditorPrefix/SugarPlumSylvanasPack2=Hots -
EmoticonPack/EditorPrefix/SylvanasEmoticonPack=Hots -
EmoticonPack/EditorPrefix/SylvanasEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/TassadarEmoticonPack=Hots -
EmoticonPack/EditorPrefix/TassadarEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ThrallEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ThrallEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/TracerEmoticonPack=Hots -
EmoticonPack/EditorPrefix/TracerEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/TychusEmoticonPack=Hots -
EmoticonPack/EditorPrefix/TychusEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/TyraelEmoticonPack=Hots -
EmoticonPack/EditorPrefix/TyraelEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/TyrandeEmoticonPack=Hots -
EmoticonPack/EditorPrefix/TyrandeEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/UtherEmoticonPack=Hots -
EmoticonPack/EditorPrefix/UtherEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ValeeraEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ValeeraEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/VallaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/VallaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/VampireSlayerVPack1=Hots -
EmoticonPack/EditorPrefix/VampireSlayerVPack2=Hots -
EmoticonPack/EditorPrefix/VarianEmoticonPack=Hots -
EmoticonPack/EditorPrefix/VarianEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/VikingsEmoticonPack=Hots -
EmoticonPack/EditorPrefix/VikingsEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/WhitemanePack1=Hots -
EmoticonPack/EditorPrefix/WhitemanePack2=Hots -
EmoticonPack/EditorPrefix/WinterVeilEmoticonPackParent=Hots -
EmoticonPack/EditorPrefix/WinterVeilPhrasesPack=Hots -
EmoticonPack/EditorPrefix/XulEmoticonPack=Hots -
EmoticonPack/EditorPrefix/XulEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/YrelPack1=Hots -
EmoticonPack/EditorPrefix/YrelPack2=Hots -
EmoticonPack/EditorPrefix/ZagaraEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ZagaraEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ZaryaEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ZaryaEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ZeratulEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ZeratulEmoticonPack2=Hots -
EmoticonPack/EditorPrefix/ZuljinEmoticonPack=Hots -
EmoticonPack/EditorPrefix/ZuljinEmoticonPack2=Hots -
Light/Name/UIAlliedCommanderMPCP=UIAlliedCommanderMPCP
Light/Name/UIAlliedCommanderMPCPCustomMutator=UIAlliedCommanderMPCPCustomMutator
Light/Name/UIAlliedCommanderMPCPMutator=UIAlliedCommanderMPCPMutator
Model/Name/GlueMultiplayerMenuVoidZealotSP=GlueMultiplayerMenuVoidZealotSP
Model/Name/ZeratulTopBarWarpingOut=ZeratulTopBarWarpingOut
Requirement/EditorPrefix/AutoCreepEnabled=CM Optimization -
Requirement/EditorPrefix/AutoCreepOff=CM Optimization -
Requirement/EditorPrefix/AutoCreepOn=CM Optimization -
Requirement/EditorPrefix/KerriganNydusTopbar=Coop Progression -
Requirement/Name/AutoCreepEnabled=Auto Creep Enabled
Requirement/Name/AutoCreepOff=Auto Creep Off
Requirement/Name/AutoCreepOn=Auto Creep On
Requirement/Name/CMUIXQuickLoadOverlord=Quick Load - Overlord
Requirement/Name/CMUIXQuickLoadOverlordStetmann=Quick Load - Mecha Overlord
Requirement/Name/CMUIXQuickLoadZeratulWarpPrism=Quick Load - Xel'Naga Void Array
Requirement/Name/KerriganNydusTopbar=Kerrigan Nydus Topbar
RequirementNode/Name/AndCountBehaviorAutoCreepTumorSpreadCompleteOnlyAtUnitCountUpgradeAutoCreepCompleteOnly=CountBehavior(AutoCreepTumorSpread,CompleteOnlyAtUnit) && CountUpgrade(AutoCreep,CompleteOnly)
RequirementNode/Name/AndCountBehaviorAutoCreepTumorSpreadCompleteOnlyAtUnitNotCountUpgradeAutoCreepCompleteOnly=CountBehavior(AutoCreepTumorSpread,CompleteOnlyAtUnit) && !CountUpgrade(AutoCreep,CompleteOnly)
RequirementNode/Name/AndCountUpgradeKerriganCommanderCompleteOnlyGT8CountUpgradeCommanderLevelCompleteOnlyNot1087874511CountBehaviorUnderConstructionCompleteOnlyAtUnitNotCountUpgradeCommanderPrestigeKerriganCreepCompleteOnly=CountUpgrade(KerriganCommander,CompleteOnly) && 8 > CountUpgrade(CommanderLevel,CompleteOnly) && !{建造完成}CountBehavior(UnderConstruction,CompleteOnlyAtUnit) && !CountUpgrade(CommanderPrestigeKerriganCreep,CompleteOnly)
RequirementNode/Name/CountBehaviorAutoCreepTumorSpreadCompleteOnlyAtUnit=CountBehavior(AutoCreepTumorSpread,CompleteOnlyAtUnit)
RequirementNode/Name/CountUpgradeAutoCreepCompleteOnly=CountUpgrade(AutoCreep,CompleteOnly)
RequirementNode/Name/CountUpgradeCommanderPrestigeKerriganCreepCompleteOnly=CountUpgrade(CommanderPrestigeKerriganCreep,CompleteOnly)
RequirementNode/Name/Not1087874511CountBehaviorUnderConstructionCompleteOnlyAtUnit=!{建造完成}CountBehavior(UnderConstruction,CompleteOnlyAtUnit)
RequirementNode/Name/NotCountUpgradeAutoCreepCompleteOnly=!CountUpgrade(AutoCreep,CompleteOnly)
RequirementNode/Name/NotCountUpgradeCommanderPrestigeKerriganCreepCompleteOnly=!CountUpgrade(CommanderPrestigeKerriganCreep,CompleteOnly)
Skin/EditorPrefix/Baneling=Zerg Unit - Baneling -
Skin/EditorPrefix/BanelingBase=Zerg Unit - Baneling -
Skin/EditorPrefix/BanelingBaseNoMorph=Zerg Unit - Baneling -
Skin/EditorPrefix/BanelingMecha=Zerg Unit - Baneling -
Skin/EditorPrefix/BanelingNest=Zerg Structure - Baneling Nest -
Skin/EditorPrefix/BanelingNestBase=Zerg Structure - Baneling Nest -
Skin/EditorPrefix/BanelingNestMecha=Zerg Structure - Baneling Nest -
Skin/EditorPrefix/BanelingNestRCZ=Zerg Structure - Baneling Nest -
Skin/EditorPrefix/BanelingPrimal=Zerg Unit - Baneling -
Skin/EditorPrefix/BanelingRCZ=Zerg Unit - Baneling -
Skin/EditorPrefix/BanelingWebby=Zerg Unit - Baneling -
Skin/EditorPrefix/Barracks=Terran Unit - Barracks -
Skin/EditorPrefix/BarracksBase=Terran Unit - Barracks -
Skin/EditorPrefix/BarracksCovertOps=Terran Unit - Barracks -
Skin/EditorPrefix/BarracksSilver=Terran Unit - Barracks -
Skin/EditorPrefix/Battlecruiser=Terran Unit - Battlecruiser -
Skin/EditorPrefix/BattlecruiserBase=Terran Unit - Battlecruiser -
Skin/EditorPrefix/BattlecruiserJunker=Terran Unit - Battlecruiser -
Skin/EditorPrefix/BattlecruiserRemastered=Terran Unit - Battlecruiser -
Skin/EditorPrefix/BattlecruiserSilver=Terran Unit - Battlecruiser -
Skin/EditorPrefix/BattlecruiserUmojan=Terran Unit - Battlecruiser -
Skin/EditorPrefix/BroodLord=Zerg Unit - Brood Lord -
Skin/EditorPrefix/BroodLordBase=Zerg Unit - Brood Lord -
Skin/EditorPrefix/BroodLordBaseNoMorph=Zerg Unit - Brood Lord -
Skin/EditorPrefix/BroodLordMecha=Zerg Unit - Brood Lord -
Skin/EditorPrefix/BroodLordPrimal=Zerg Unit - Brood Lord -
Skin/EditorPrefix/BroodLordRCZ=Zerg Unit - Brood Lord -
Skin/EditorPrefix/BroodLordWebby=Zerg Unit - Brood Lord -
Skin/EditorPrefix/BroodLord_PremiumSkin_Aquatic=Zerg Unit - Brood Lord -
Skin/EditorPrefix/Bunker=Terran Structure - Bunker -
Skin/EditorPrefix/BunkerBase=Terran Structure - Bunker -
Skin/EditorPrefix/BunkerCovertOps=Terran Structure - Bunker -
Skin/EditorPrefix/BunkerSilver=Terran Structure - Bunker -
Skin/EditorPrefix/CommandCenter=Terran Structure - Command Center -
Skin/EditorPrefix/CommandCenterBase=Terran Structure - Command Center -
Skin/EditorPrefix/CommandCenterCovertOps=Terran Structure - Command Center -
Skin/EditorPrefix/CommandCenterRemastered=Terran Structure - Command Center -
Skin/EditorPrefix/CommandCenterSilver=Terran Structure - Command Center -
Skin/EditorPrefix/EngineeringBay=Terran Structure - Engineering Bay -
Skin/EditorPrefix/EngineeringBayBase=Terran Structure - Engineering Bay -
Skin/EditorPrefix/EngineeringBayCovertOps=Terran Structure - Engineering Bay -
Skin/EditorPrefix/EngineeringBaySilver=Terran Structure - Engineering Bay -
Skin/EditorPrefix/Extractor=Zerg Structure - Extractor -
Skin/EditorPrefix/ExtractorBase=Zerg Structure - Extractor -
Skin/EditorPrefix/ExtractorMecha=Zerg Structure - Extractor -
Skin/EditorPrefix/ExtractorRCZ=Zerg Structure - Extractor -
Skin/EditorPrefix/Factory=Terran Structure - Factory -
Skin/EditorPrefix/FactoryBase=Terran Structure - Factory -
Skin/EditorPrefix/FactoryCovertOps=Terran Structure - Factory -
Skin/EditorPrefix/FactorySilver=Terran Structure - Factory -
Skin/EditorPrefix/Forge=Protoss Structure - Forge -
Skin/EditorPrefix/ForgeBase=Protoss Structure - Forge -
Skin/EditorPrefix/ForgeForged=Protoss Structure - Forge -
Skin/EditorPrefix/ForgeIhanrii=Protoss Structure - Forge -
Skin/EditorPrefix/ForgeTaldarim=Protoss Structure - Forge -
Skin/EditorPrefix/FusionCore=Terran Structure - Fusion Core -
Skin/EditorPrefix/FusionCoreBase=Terran Structure - Fusion Core -
Skin/EditorPrefix/FusionCoreCovertOps=Terran Structure - Fusion Core -
Skin/EditorPrefix/FusionCoreSilver=Terran Structure - Fusion Core -
Skin/EditorPrefix/Gateway=Protoss Structure - Gateway -
Skin/EditorPrefix/GatewayBase=Protoss Structure - Gateway -
Skin/EditorPrefix/GatewayForged=Protoss Structure - Gateway -
Skin/EditorPrefix/GatewayIhanrii=Protoss Structure - Gateway -
Skin/EditorPrefix/GatewayTaldarim=Protoss Structure - Gateway -
Skin/EditorPrefix/Ghost=Terran Unit - Ghost -
Skin/EditorPrefix/GhostAcademy=Terran Sturcture - Ghost Academy -
Skin/EditorPrefix/GhostAcademyBase=Terran Sturcture - Ghost Academy -
Skin/EditorPrefix/GhostAcademyCovertOps=Terran Sturcture - Ghost Academy -
Skin/EditorPrefix/GhostAcademySilver=Terran Sturcture - Ghost Academy -
Skin/EditorPrefix/GhostAlternateBase=Terran Unit - Ghost -
Skin/EditorPrefix/GhostBase=Terran Unit - Ghost -
Skin/EditorPrefix/GhostEidolon=Terran Unit - Ghost -
Skin/EditorPrefix/GhostJunker=Terran Unit - Ghost -
Skin/EditorPrefix/GhostNova=Terran Unit - Ghost -
Skin/EditorPrefix/GhostSilver=Terran Unit - Ghost -
Skin/EditorPrefix/GhostUmojan=Terran Unit - Ghost -
Skin/EditorPrefix/Hellion=Terran Unit - Hellion -
Skin/EditorPrefix/HellionBase=Terran Unit - Hellion -
Skin/EditorPrefix/HellionCovertOps=Terran Unit - Hellion -
Skin/EditorPrefix/HellionJunker=Terran Unit - Hellion -
Skin/EditorPrefix/HellionJunkerMM=Terran Unit - Hellion -
Skin/EditorPrefix/HellionSilver=Terran Unit - Hellion -
Skin/EditorPrefix/HellionUmojan=Terran Unit - Hellion -
Skin/EditorPrefix/Hydralisk=Zerg Unit - Hydralisk -
Skin/EditorPrefix/HydraliskBase=Zerg Unit - Hydralisk -
Skin/EditorPrefix/HydraliskDen=Zerg Structure - Hydralisk Den -
Skin/EditorPrefix/HydraliskDenBase=Zerg Structure - Hydralisk Den -
Skin/EditorPrefix/HydraliskDenMecha=Zerg Structure - Hydralisk Den -
Skin/EditorPrefix/HydraliskDenRCZ=Zerg Structure - Hydralisk Den -
Skin/EditorPrefix/HydraliskMecha=Zerg Unit - Hydralisk -
Skin/EditorPrefix/HydraliskNoxious=Zerg Unit - Hydralisk -
Skin/EditorPrefix/HydraliskPrimal=Zerg Unit - Hydralisk -
Skin/EditorPrefix/HydraliskRCZ=Zerg Unit - Hydralisk -
Skin/EditorPrefix/HydraliskRemastered=Zerg Unit - Hydralisk -
Skin/EditorPrefix/Immortal=Protoss Unit - Immortal -
Skin/EditorPrefix/ImmortalAdun=Protoss Unit - Immortal -
Skin/EditorPrefix/ImmortalAiur=Protoss Unit - Immortal -
Skin/EditorPrefix/ImmortalBase=Protoss Unit - Immortal -
Skin/EditorPrefix/ImmortalGolden=Protoss Unit - Immortal -
Skin/EditorPrefix/ImmortalIhanrii=Protoss Unit - Immortal -
Skin/EditorPrefix/ImmortalPurifier=Protoss Unit - Immortal -
Skin/EditorPrefix/ImmortalStandard=Protoss Unit - Immortal -
Skin/EditorPrefix/Marine=Terran Unit - Marine -
Skin/EditorPrefix/MarineBase=Terran Unit - Marine -
Skin/EditorPrefix/MarineJunker=Terran Unit - Marine -
Skin/EditorPrefix/MarineRemastered=Terran Unit - Marine -
Skin/EditorPrefix/MarineSilver=Terran Unit - Marine -
Skin/EditorPrefix/MarineUmojan=Terran Unit - Marine -
Skin/EditorPrefix/MarineXPR=Terran Unit - Marine -
Skin/EditorPrefix/MissileTurret=Terran Structure - Missile Turret -
Skin/EditorPrefix/MissileTurretBase=Terran Structure - Missile Turret -
Skin/EditorPrefix/MissileTurretCovertOps=Terran Structure - Missile Turret -
Skin/EditorPrefix/MissileTurretSilver=Terran Structure - Missile Turret -
Skin/EditorPrefix/NydusCanalBase=Zerg Structure - Nydus Network -
Skin/EditorPrefix/NydusNetwork=Zerg Structure - Nydus Network -
Skin/EditorPrefix/NydusNetworkBase=Zerg Structure - Nydus Network -
Skin/EditorPrefix/NydusNetworkMecha=Zerg Structure - Nydus Network -
Skin/EditorPrefix/NydusNetworkRCZ=Zerg Structure - Nydus Network -
Skin/EditorPrefix/Queen=Zerg Unit - Queen -
Skin/EditorPrefix/QueenBase=Zerg Unit - Queen -
Skin/EditorPrefix/QueenMecha=Zerg Unit - Queen -
Skin/EditorPrefix/QueenPrimal=Zerg Unit - Queen -
Skin/EditorPrefix/QueenRCZ=Zerg Unit - Queen -
Skin/EditorPrefix/Reactor=Terran Structure - Reactor -
Skin/EditorPrefix/ReactorBase=Terran Structure - Reactor -
Skin/EditorPrefix/ReactorCovertOps=Terran Structure - Reactor -
Skin/EditorPrefix/ReactorSilver=Terran Structure - Reactor -
Skin/EditorPrefix/Reaper=Terran Unit - Reaper -
Skin/EditorPrefix/ReaperBase=Terran Unit - Reaper -
Skin/EditorPrefix/ReaperCovertOps=Terran Unit - Reaper -
Skin/EditorPrefix/ReaperJunker=Terran Unit - Reaper -
Skin/EditorPrefix/ReaperSilver=Terran Unit - Reaper -
Skin/EditorPrefix/ReaperUmojan=Terran Unit - Reaper -
Skin/EditorPrefix/Refinery=Terran Structure - Refinery -
Skin/EditorPrefix/RefineryBase=Terran Structure - Refinery -
Skin/EditorPrefix/RefineryCovertOps=Terran Structure - Refinery -
Skin/EditorPrefix/RefinerySilver=Terran Structure - Refinery -
Skin/EditorPrefix/SCV=Terran Unit - SCV -
Skin/EditorPrefix/SCVBase=Terran Unit - SCV -
Skin/EditorPrefix/SCVBlizzcon17=Terran Unit - SCV -
Skin/EditorPrefix/SCVCovertOps=Terran Unit - SCV -
Skin/EditorPrefix/SCVJunker=Terran Unit - SCV -
Skin/EditorPrefix/SCVRemastered=Terran Unit - SCV -
Skin/EditorPrefix/SCVSilver=Terran Unit - SCV -
Skin/EditorPrefix/SCVUmojan=Terran Unit - SCV -
Skin/EditorPrefix/SensorTower=Terran Structure - Sensor Tower -
Skin/EditorPrefix/SensorTowerBase=Terran Structure - Sensor Tower -
Skin/EditorPrefix/SensorTowerCovertOps=Terran Structure - Sensor Tower -
Skin/EditorPrefix/SensorTowerSilver=Terran Structure - Sensor Tower -
Skin/EditorPrefix/SporeCrawler=Zerg Structure - Spore Crawler -
Skin/EditorPrefix/SporeCrawlerBase=Zerg Structure - Spore Crawler -
Skin/EditorPrefix/SporeCrawlerMecha=Zerg Structure - Spore Crawler -
Skin/EditorPrefix/SporeCrawlerRCZ=Zerg Structure - Spore Crawler -
Skin/EditorPrefix/Stargate=Protoss Structure - Stargate -
Skin/EditorPrefix/StargateBase=Protoss Structure - Stargate -
Skin/EditorPrefix/StargateForged=Protoss Structure - Stargate -
Skin/EditorPrefix/StargateIhanrii=Protoss Structure - Stargate -
Skin/EditorPrefix/StargateTaldarim=Protoss Structure - Stargate -
Skin/EditorPrefix/Starport=Terran Structure - Starport -
Skin/EditorPrefix/StarportBase=Terran Structure - Starport -
Skin/EditorPrefix/StarportCovertOps=Terran Structure - Starport -
Skin/EditorPrefix/StarportSilver=Terran Structure - Starport -
Skin/EditorPrefix/SupplyDepot=Terran Structure - Supply Depot -
Skin/EditorPrefix/SupplyDepotBase=Terran Structure - Supply Depot -
Skin/EditorPrefix/SupplyDepotCovertOps=Terran Structure - Supply Depot -
Skin/EditorPrefix/SupplyDepotSilver=Terran Structure - Supply Depot -
Skin/EditorPrefix/SupplyDepotXPR=Terran Structure - Supply Depot -
Skin/EditorPrefix/SwarmHost=Zerg Unit - Swarm Host -
Skin/EditorPrefix/SwarmHostBase=Zerg Unit - Swarm Host -
Skin/EditorPrefix/SwarmHostMecha=Zerg Unit - Swarm Host -
Skin/EditorPrefix/SwarmHostPrimal=Zerg Unit - Swarm Host -
Skin/EditorPrefix/SwarmHostRCZ=Zerg Unit - Swarm Host -
Skin/EditorPrefix/TwilightCouncil=Protoss Structure - Twilight Council -
Skin/EditorPrefix/TwilightCouncilBase=Protoss Structure - Twilight Council -
Skin/EditorPrefix/TwilightCouncilForged=Protoss Structure - Twilight Council -
Skin/EditorPrefix/TwilightCouncilIhanrii=Protoss Structure - Twilight Council -
Skin/EditorPrefix/ZagaraWebbyBaneling=Zerg Unit - Baneling -
Sound/Name/ZeratulTopBarWarpingOut=ZeratulTopBarWarpingOut
Texture/EditorPrefix/Decal_Protoss_0083_01=Decal -
Texture/EditorSuffix/Decal_Protoss_0083_01=- Alarak
TextureSheet/Name/Sakura=Sakura
User/EditorPrefix/CampaignGameMode=Campaign -
